Running for 1000.0 seconds (1000 samples at 1.0 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    dram  pkg-0   dram  pkg-1 x86_pk mlx5_0 x86_pk mlx5_0 mlx5_0  CPU Freq  GPU W
06:44:10   0.3   0.0   1.4  97.9   0.4    3  21543  37196    0    0    0 107.20    6.60  54.27   6.57  52.93  45.00  32.00  49.00  32.00  49.00  2.32 GHz  -N/A-
06:44:11   0.3   0.0   0.9  98.8   0.0    3  13577  19120    0    0    0  98.98    6.48  50.47   6.47  48.51  44.00  32.00  49.00  32.00  49.00  2.33 GHz  -N/A-
06:44:13   0.3   0.0   0.9  98.8   0.0    2  13813  18265    0    0    0  98.53    6.52  53.46   6.45  45.07  44.00  32.00  49.00  32.00  49.00  2.26 GHz  -N/A-
06:44:14   0.3   0.0   0.9  98.8   0.0    5  13839  18764    0    0    0 100.64    6.51  49.10   6.47  51.54  44.00  32.00  49.00  32.00  49.00  2.42 GHz  -N/A-
06:44:15   0.3   0.0   0.9  98.8   0.0    2  14090  19777    0    0    0 100.47    6.52  49.71   6.47  50.75  44.00  32.00  48.00  32.00  49.00  2.38 GHz  -N/A-
06:44:16   0.3   0.0   0.9  98.8   0.1    2  13802  20081    0    0    0  99.86    6.50  47.74   6.47  52.12  45.00  32.00  49.00  32.00  49.00  2.22 GHz  -N/A-
06:44:17   0.3   0.0   0.9  98.8   0.0    2  13858  19948    0    0    0  99.30    6.44  58.42   6.55  40.88  44.00  32.00  49.00  32.00  49.00  2.35 GHz  -N/A-
-------- ----- ----- ----- ----- ----- ---- ------ ------ ---- ---- ---- ------  ------ ------ ------ ------ ------ ------ ------ ------ ------ --------- ------
 Average   0.3   0.0   1.0  98.7   0.1  2.7 14931.7 21878.7  0.0  0.0  0.0 100.71    6.51  51.88   6.49  48.83  44.29  32.00  48.86  32.00  49.00  2.33 GHz  -N/A-
 GeoMean   0.3   0.0   1.0  98.7   0.1  2.6 14733.1 21209.9  0.0  0.0  0.0 100.67    6.51  51.77   6.49  48.65  44.28  32.00  48.86  32.00  49.00  2.33 GHz   0.00
  StdDev   0.0   0.0   0.2   0.3   0.1  1.0 2702.6 6283.4  0.0  0.0  0.0   2.74    0.04   3.43   0.05   4.07   0.45   0.00   0.35   0.00   0.00  0.06 GHz  -N/A-
-------- ----- ----- ----- ----- ----- ---- ------ ------ ---- ---- ---- ------  ------ ------ ------ ------ ------ ------ ------ ------ ------ --------- ------
 Minimum   0.3   0.0   0.9  97.9   0.0  2.0 13577.0 18265.0  0.0  0.0  0.0  98.53    6.44  47.74   6.45  40.88  44.00  32.00  48.00  32.00  49.00  2.22 GHz  -N/A-
 Maximum   0.3   0.0   1.4  98.8   0.4  5.0 21543.0 37196.0  0.0  0.0  0.0 107.20    6.60  58.42   6.57  52.93  45.00  32.00  49.00  32.00  49.00  2.42 GHz  -N/A-
-------- ----- ----- ----- ----- ----- ---- ------ ------ ---- ---- ---- ------  ------ ------ ------ ------ ------ ------ ------ ------ ------ --------- ------
Summary:
CPU: 100.71 Watts on average with standard deviation 2.74  
GPU:   0.00 Watts on average with standard deviation 0.00  
Note: power read from RAPL domains: dram, package-0, dram, package-1.
These readings do not cover all the hardware in this device.

C-State    Resident      Count Latency 
C6          97.964%     137537      92
C1E          0.397%      15763      10
C1           0.031%       2313       2
POLL         0.001%        208       0
C0           1.607%

Histogram (of 7 power measurements)

  Range (Watts)   Count
 98.526 -  99.393     3 ########################################
 99.394 - 100.260     1 #############
100.261 - 101.128     2 ##########################
101.129 - 101.995     0 
101.996 - 102.863     0 
102.864 - 103.730     0 
103.731 - 104.598     0 
104.599 - 105.465     0 
105.466 - 106.333     0 
106.334 - 107.201     1 #############

Histogram (of 7 CPU utilization measurements)

Range (%CPU)  Count
1.178 - 1.270     6 ########################################
1.271 - 1.364     0 
1.365 - 1.457     0 
1.458 - 1.550     0 
1.551 - 1.643     0 
1.644 - 1.736     0 
1.737 - 1.830     0 
1.831 - 1.923     0 
1.924 - 2.016     0 
2.017 - 2.109     1 ######

Histogram (of 7 CPU average frequencies)

Range (GHz)   Count
2.225 - 2.243     1 ####################
2.244 - 2.263     1 ####################
2.264 - 2.282     0 
2.283 - 2.302     0 
2.303 - 2.321     0 
2.322 - 2.341     2 ########################################
2.342 - 2.360     1 ####################
2.361 - 2.380     1 ####################
2.381 - 2.399     0 
2.400 - 2.419     1 ####################

Histogram (of 7 thermal zone x86_pkg_temp readings)

 Range (°C)    Count
44.000 - 44.099     5 ########################################
44.100 - 44.199     0 
44.200 - 44.299     0 
44.300 - 44.399     0 
44.400 - 44.499     0 
44.500 - 44.599     0 
44.600 - 44.699     0 
44.700 - 44.799     0 
44.800 - 44.899     0 
44.900 - 44.999     2 ################

Range is zero, cannot produce histogram of thermal zone mlx5_0000:19:00.1

Histogram (of 7 thermal zone x86_pkg_temp readings)

 Range (°C)    Count
48.000 - 48.099     1 ######
48.100 - 48.199     0 
48.200 - 48.299     0 
48.300 - 48.399     0 
48.400 - 48.499     0 
48.500 - 48.599     0 
48.600 - 48.699     0 
48.700 - 48.799     0 
48.800 - 48.899     0 
48.900 - 48.999     6 ########################################

Range is zero, cannot produce histogram of thermal zone mlx5_0000:19:00.0

Range is zero, cannot produce histogram of thermal zone mlx5_0000:3b:00.0
