Running for 1000.0 seconds (1000 samples at 1.0 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    dram  pkg-0   dram  pkg-1 x86_pk mlx5_0 x86_pk mlx5_0 mlx5_0  CPU Freq  GPU W
03:48:14   0.2   0.0   0.9  98.9   0.0    4  12428  17376    0    0    0  99.49    6.58  45.40   6.52  54.09  45.00  32.00  48.00  32.00  49.00  2.36 GHz  -N/A-
03:48:15   0.3   0.0   0.9  98.9   0.0    3  12222  18356    0    0    0 113.53    6.70  63.36   6.59  50.17  45.00  32.00  49.00  32.00  49.00  3.02 GHz  -N/A-
03:48:16   0.3   0.0   1.9  97.9   0.0    3   9515  38213    0    0    0 117.19    6.69  60.90   6.57  56.30  45.00  32.00  48.00  32.00  49.00  3.09 GHz  -N/A-
03:48:17   0.2   0.0   1.9  97.9   0.0    3   9449  49464    0    0    0 117.43    6.71  60.58   6.59  56.86  45.00  32.00  48.00  32.00  49.00  2.97 GHz  -N/A-
03:48:18   0.2   0.0   1.9  97.9   0.0    3   9314  50689    0    0    0 119.72    6.81  57.64   6.59  62.08  47.00  32.00  48.00  32.00  49.00  2.91 GHz  -N/A-
03:48:20   0.3   0.0   1.9  97.9   0.0    3   9429  51501    0    0    0 115.28    7.57  53.02   6.67  62.26  46.00  32.00  49.00  32.00  49.00  2.71 GHz  -N/A-
03:48:21   0.4   0.0   1.8  97.7   0.0    2  20839  51488    0    0    0  98.67    6.53  54.67   6.56  44.01  45.00  32.00  49.00  32.00  49.00  2.37 GHz  -N/A-
03:48:22   0.2   0.0   0.8  98.9   0.0    2  11822  17474    0    0    0  97.63    6.54  58.87   6.57  38.76  45.00  32.00  49.00  32.00  49.00  2.34 GHz  -N/A-
03:48:23   0.2   0.0   0.8  98.9   0.0    2  11992  16786    0    0    0  97.99    6.58  49.99   6.56  48.00  45.00  32.00  48.00  32.00  49.00  2.50 GHz  -N/A-
03:48:24   0.2   0.0   0.8  98.9   0.0    2  11807  17424    0    0    0  97.98    6.54  56.18   6.59  41.80  45.00  32.00  48.00  32.00  49.00  2.26 GHz  -N/A-
-------- ----- ----- ----- ----- ----- ---- ------ ------ ---- ---- ---- ------  ------ ------ ------ ------ ------ ------ ------ ------ ------ --------- ------
 Average   0.3   0.0   1.4  98.4   0.0  2.7 11881.7 32877.1  0.0  0.0  0.0 107.49    6.73  56.06   6.58  51.43  45.30  32.00  48.40  32.00  49.00  2.65 GHz  -N/A-
 GeoMean   0.3   0.0   1.3  98.4   0.0  2.6 11538.6 28954.4  0.0  0.0  0.0 107.09    6.72  55.81   6.58  50.82  45.30  32.00  48.40  32.00  49.00  2.63 GHz   0.00
  StdDev   0.1   0.0   0.5   0.5   0.0  0.6 3237.2 15812.0  0.0  0.0  0.0   9.27    0.29   5.19   0.04   7.83   0.64   0.00   0.49   0.00   0.00  0.31 GHz  -N/A-
-------- ----- ----- ----- ----- ----- ---- ------ ------ ---- ---- ---- ------  ------ ------ ------ ------ ------ ------ ------ ------ ------ --------- ------
 Minimum   0.2   0.0   0.8  97.7   0.0  2.0 9314.0 16786.0  0.0  0.0  0.0  97.63    6.53  45.40   6.52  38.76  45.00  32.00  48.00  32.00  49.00  2.26 GHz  -N/A-
 Maximum   0.4   0.0   1.9  98.9   0.0  4.0 20839.0 51501.0  0.0  0.0  0.0 119.72    7.57  63.36   6.67  62.26  47.00  32.00  49.00  32.00  49.00  3.09 GHz  -N/A-
-------- ----- ----- ----- ----- ----- ---- ------ ------ ---- ---- ---- ------  ------ ------ ------ ------ ------ ------ ------ ------ ------ --------- ------
Summary:
CPU: 107.49 Watts on average with standard deviation 9.27  
GPU:   0.00 Watts on average with standard deviation 0.00  
Note: power read from RAPL domains: dram, package-0, dram, package-1.
These readings do not cover all the hardware in this device.

C-State    Resident      Count Latency 
C6          97.727%     307979      92
C1E          0.458%      35266      10
C1           0.035%       6285       2
POLL         0.000%        157       0
C0           1.779%

Histogram (of 10 power measurements)

  Range (Watts)   Count
 97.631 -  99.838     5 ########################################
 99.839 - 102.047     0 
102.048 - 104.256     0 
104.257 - 106.465     0 
106.466 - 108.674     0 
108.675 - 110.883     0 
110.884 - 113.091     0 
113.092 - 115.300     2 ################
115.301 - 117.509     2 ################
117.510 - 119.718     1 ########

Histogram (of 10 CPU utilization measurements)

Range (%CPU)  Count
1.063 - 1.185     5 ########################################
1.186 - 1.308     0 
1.309 - 1.432     0 
1.433 - 1.555     0 
1.556 - 1.679     0 
1.680 - 1.802     0 
1.803 - 1.926     0 
1.927 - 2.049     0 
2.050 - 2.173     4 ################################
2.174 - 2.296     1 ########

Histogram (of 10 CPU average frequencies)

Range (GHz)   Count
2.262 - 2.343     2 ########################################
2.344 - 2.425     2 ########################################
2.426 - 2.508     1 ####################
2.509 - 2.590     0 
2.591 - 2.673     0 
2.674 - 2.755     1 ####################
2.756 - 2.838     0 
2.839 - 2.920     1 ####################
2.921 - 3.002     1 ####################
3.003 - 3.085     2 ########################################

Histogram (of 10 thermal zone x86_pkg_temp readings)

 Range (°C)    Count
45.000 - 45.199     8 ########################################
45.200 - 45.399     0 
45.400 - 45.599     0 
45.600 - 45.799     0 
45.800 - 45.999     1 #####
46.000 - 46.199     0 
46.200 - 46.399     0 
46.400 - 46.599     0 
46.600 - 46.799     0 
46.800 - 46.999     1 #####

Range is zero, cannot produce histogram of thermal zone mlx5_0000:19:00.1

Histogram (of 10 thermal zone x86_pkg_temp readings)

 Range (°C)    Count
48.000 - 48.099     6 ########################################
48.100 - 48.199     0 
48.200 - 48.299     0 
48.300 - 48.399     0 
48.400 - 48.499     0 
48.500 - 48.599     0 
48.600 - 48.699     0 
48.700 - 48.799     0 
48.800 - 48.899     0 
48.900 - 48.999     4 ##########################

Range is zero, cannot produce histogram of thermal zone mlx5_0000:19:00.0

Range is zero, cannot produce histogram of thermal zone mlx5_0000:3b:00.0
