Running for 1000.0 seconds (1000 samples at 1.0 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    dram  pkg-0   dram  pkg-1 x86_pk mlx5_0 x86_pk mlx5_0 mlx5_0  CPU Freq  GPU W
06:24:37   0.3   0.0   2.0  97.7   0.1    2  13479  50509    0    0    0 119.69    6.78  62.60   6.85  57.09  45.00  32.00  49.00  32.00  49.00  3.05 GHz  -N/A-
06:24:38   0.4   0.0   1.4  97.2   0.9    2  46256  43772    0    0    0 117.38    6.86  65.66   6.80  51.72  45.00  32.00  49.00  32.00  49.00  3.02 GHz  -N/A-
06:24:39   0.5   0.0   1.4  97.2   0.9    5  47964  44001    0    0    0 119.37    6.83  63.01   6.87  56.36  45.00  32.00  49.00  32.00  49.00  2.93 GHz  -N/A-
06:24:41   0.5   0.0   1.4  97.2   0.9    3  49836  49362    0    0    0 121.51    6.77  63.58   7.00  57.92  45.00  32.00  49.00  32.00  49.00  2.91 GHz  -N/A-
06:24:42   0.5   0.0   1.4  97.1   0.9    3  49731  49623    0    0    0 118.96    6.85  63.99   6.85  54.98  45.00  32.00  49.00  32.00  49.00  2.99 GHz  -N/A-
06:24:43   0.5   0.0   1.4  97.2   0.9    2  49068  47675    0    0    0 119.97    6.67  60.15   6.94  59.82  45.00  32.00  49.00  32.00  49.00  3.00 GHz  -N/A-
06:24:44   0.5   0.0   1.3  97.3   0.9    2  50527  49170    0    0    0 120.23    6.74  61.03   6.86  59.19  45.00  32.00  49.00  32.00  49.00  2.97 GHz  -N/A-
06:24:45   0.5   0.0   1.3  97.3   0.9    3  49239  47087    0    0    0 120.38    6.78  63.48   6.85  56.90  45.00  32.00  50.00  32.00  49.00  3.03 GHz  -N/A-
06:24:47   0.5   0.0   1.4  97.2   0.9    2  48714  50226    0    0    0 120.02    6.76  62.79   6.81  57.23  45.00  32.00  49.00  32.00  49.00  2.97 GHz  -N/A-
06:24:48   0.5   0.0   1.3  97.3   0.9    3  50207  49331    0    0    0 118.40    6.82  64.21   6.83  54.20  45.00  32.00  49.00  32.00  49.00  3.00 GHz  -N/A-
06:24:49   0.5   0.0   1.4  97.2   0.9    2  48991  48499    0    0    0 118.01    6.90  64.37   6.75  53.63  45.00  32.00  50.00  32.00  49.00  2.90 GHz  -N/A-
06:24:50   0.4   0.0   1.5  97.2   0.9    3  46913  46515    0    0    0 118.24    6.85  63.61   6.78  54.63  45.00  32.00  49.00  32.00  49.00  2.82 GHz  -N/A-
06:24:51   0.5   0.0   1.4  97.2   0.9    3  47874  46603    0    0    0 120.90    6.67  61.30   6.92  59.60  45.00  32.00  50.00  32.00  49.00  3.03 GHz  -N/A-
06:24:53   0.5   0.0   1.4  97.2   0.9    3  51305  48690    0    0    0 119.52    6.88  63.57   6.78  55.95  46.00  32.00  50.00  32.00  49.00  2.98 GHz  -N/A-
06:24:54   0.4   0.0   1.4  97.2   0.9    2  49377  46746    0    0    0 118.11    6.85  63.94   6.75  54.17  46.00  32.00  49.00  32.00  49.00  2.87 GHz  -N/A-
06:24:55   0.5   0.0   1.3  97.3   0.9    3  47353  45138    0    0    0 118.40    6.83  64.66   6.78  53.74  46.00  32.00  50.00  32.00  49.00  2.99 GHz  -N/A-
06:24:56   0.5   0.0   1.4  97.3   0.9    3  49115  46514    0    0    0 118.16    6.86  64.61   6.76  53.56  45.00  32.00  50.00  32.00  49.00  3.05 GHz  -N/A-
06:24:57   0.4   0.0   1.3  97.3   0.9    2  48556  45738    0    0    0 116.88    6.90  66.03   6.71  50.86  45.00  32.00  50.00  32.00  49.00  2.83 GHz  -N/A-
06:24:59   0.5   0.0   1.4  97.2   0.9    4  49039  44554    0    0    0 119.31    6.88  63.92   6.77  55.39  45.00  32.00  50.00  32.00  49.00  2.99 GHz  -N/A-
06:25:00   0.5   0.0   1.4  97.2   0.9    3  52007  49140    0    0    0 119.31    6.78  65.70   6.94  53.61  45.00  32.00  50.00  32.00  49.00  2.94 GHz  -N/A-
06:25:01   0.4   0.0   1.5  97.2   0.9    2  48672  45875    0    0    0 119.39    6.92  65.50   6.79  53.89  46.00  32.00  50.00  32.00  49.00  2.93 GHz  -N/A-
06:25:02   0.5   0.0   1.4  97.3   0.9    3  50429  45755    0    0    0 120.20    6.89  64.90   6.77  55.29  45.00  32.00  50.00  32.00  49.00  2.98 GHz  -N/A-
06:25:03   0.4   0.0   1.4  97.2   0.9    3  48086  45971    0    0    0 120.72    6.89  65.12   6.76  55.60  45.00  32.00  50.00  32.00  49.00  2.97 GHz  -N/A-
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    dram  pkg-0   dram  pkg-1 x86_pk mlx5_0 x86_pk mlx5_0 mlx5_0  CPU Freq  GPU W
06:25:05   0.5   0.0   1.4  97.2   0.9    3  49191  45139    0    0    0 104.84    6.58  54.98   6.54  49.86  48.00  32.00  50.00  32.00  49.00  2.43 GHz  -N/A-
06:25:06   0.3   0.0   0.9  98.6   0.2    4  18724  24093    0    0    0 102.53    6.47  58.91   6.48  43.61  46.00  32.00  50.00  32.00  49.00  2.48 GHz  -N/A-
06:25:07   0.3   0.0   0.9  98.8   0.0    2  15042  22458    0    0    0 102.86    6.48  59.05   6.50  43.81  45.00  32.00  50.00  32.00  49.00  2.49 GHz  -N/A-
06:25:08   0.3   0.0   0.8  98.8   0.0    2  15412  22380    0    0    0 103.15    6.50  55.91   6.49  47.24  45.00  32.00  50.00  32.00  49.00  2.51 GHz  -N/A-
06:25:09   0.3   0.0   0.9  98.8   0.0    2  15780  21784    0    0    0 103.11    6.54  50.11   6.51  53.01  45.00  32.00  50.00  32.00  49.00  2.42 GHz  -N/A-
06:25:11   0.3   0.0   0.9  98.8   0.0    2  15310  21811    0    0    0 101.78    6.46  52.83   6.50  48.95  45.00  32.00  50.00  32.00  49.00  2.39 GHz  -N/A-
06:25:12   0.3   0.0   0.8  98.8   0.0    2  15270  21067    0    0    0 102.69    6.45  49.30   6.46  53.39  45.00  32.00  50.00  32.00  49.00  2.51 GHz  -N/A-
06:25:13   0.3   0.0   0.9  98.8   0.1    2  15514  21137    0    0    0 103.02    6.46  58.26   6.53  44.75  45.00  32.00  50.00  32.00  49.00  2.51 GHz  -N/A-
-------- ----- ----- ----- ----- ----- ---- ------ ------ ---- ---- ---- ------  ------ ------ ------ ------ ------ ------ ------ ------ ------ --------- ------
 Average   0.4   0.0   1.3  97.6   0.7  2.6 40418.7 41495.6  0.0  0.0  0.0 115.07    6.74  61.52   6.74  53.55  45.26  32.00  49.65  32.00  49.00  2.83 GHz  -N/A-
 GeoMean   0.4   0.0   1.3  97.6   0.5  2.6 36439.2 39702.4  0.0  0.0  0.0 114.83    6.74  61.34   6.74  53.37  45.25  32.00  49.64  32.00  49.00  2.83 GHz   0.00
  StdDev   0.1   0.0   0.3   0.6   0.4  0.7 14717.1 10625.0  0.0  0.0  0.0   7.20    0.16   4.49   0.15   4.21   0.62   0.00   0.48   0.00   0.00  0.22 GHz  -N/A-
-------- ----- ----- ----- ----- ----- ---- ------ ------ ---- ---- ---- ------  ------ ------ ------ ------ ------ ------ ------ ------ ------ --------- ------
 Minimum   0.3   0.0   0.8  97.1   0.0  2.0 13479.0 21067.0  0.0  0.0  0.0 101.78    6.45  49.30   6.46  43.61  45.00  32.00  49.00  32.00  49.00  2.39 GHz  -N/A-
 Maximum   0.5   0.0   2.0  98.8   0.9  5.0 52007.0 50509.0  0.0  0.0  0.0 121.51    6.92  66.03   7.00  59.82  48.00  32.00  50.00  32.00  49.00  3.05 GHz  -N/A-
-------- ----- ----- ----- ----- ----- ---- ------ ------ ---- ---- ---- ------  ------ ------ ------ ------ ------ ------ ------ ------ ------ --------- ------
Summary:
CPU: 115.07 Watts on average with standard deviation 7.20  
GPU:   0.00 Watts on average with standard deviation 0.00  
Note: power read from RAPL domains: dram, package-0, dram, package-1.
These readings do not cover all the hardware in this device.

C-State    Resident      Count Latency 
C6          96.128%    1225001      92
C1E          1.326%     396654      10
C1           0.168%      68860       2
POLL         0.002%       2794       0
C0           2.376%

Histogram (of 31 power measurements)

  Range (Watts)   Count
101.780 - 103.752     7 #######################
103.753 - 105.724     1 ###
105.725 - 107.697     0 
107.698 - 109.670     0 
109.671 - 111.642     0 
111.643 - 113.615     0 
113.616 - 115.588     0 
115.589 - 117.561     2 ######
117.562 - 119.533    12 ########################################
119.534 - 121.506     9 ##############################

Histogram (of 31 CPU utilization measurements)

Range (%CPU)  Count
1.176 - 1.343     6 ##########
1.344 - 1.510     1 #
1.511 - 1.678     0 
1.679 - 1.845     0 
1.846 - 2.013     0 
2.014 - 2.180     0 
2.181 - 2.348     1 #
2.349 - 2.515     0 
2.516 - 2.682     0 
2.683 - 2.850    23 ########################################

Histogram (of 31 CPU average frequencies)

Range (GHz)   Count
2.394 - 2.459     3 ##########
2.460 - 2.524     5 ##################
2.525 - 2.589     0 
2.590 - 2.654     0 
2.655 - 2.720     0 
2.721 - 2.785     0 
2.786 - 2.850     2 #######
2.851 - 2.916     3 ##########
2.917 - 2.981     7 #########################
2.982 - 3.046    11 ########################################

Histogram (of 31 thermal zone x86_pkg_temp readings)

 Range (°C)    Count
45.000 - 45.299    25 ########################################
45.300 - 45.599     0 
45.600 - 45.899     0 
45.900 - 46.199     5 ########
46.200 - 46.499     0 
46.500 - 46.799     0 
46.800 - 47.099     0 
47.100 - 47.399     0 
47.400 - 47.699     0 
47.700 - 47.999     1 #

Range is zero, cannot produce histogram of thermal zone mlx5_0000:19:00.1

Histogram (of 31 thermal zone x86_pkg_temp readings)

 Range (°C)    Count
49.000 - 49.099    11 ######################
49.100 - 49.199     0 
49.200 - 49.299     0 
49.300 - 49.399     0 
49.400 - 49.499     0 
49.500 - 49.599     0 
49.600 - 49.699     0 
49.700 - 49.799     0 
49.800 - 49.899     0 
49.900 - 49.999    20 ########################################

Range is zero, cannot produce histogram of thermal zone mlx5_0000:19:00.0

Range is zero, cannot produce histogram of thermal zone mlx5_0000:3b:00.0
