Running for 1000.0 seconds (1000 samples at 1.0 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    dram  pkg-0   dram  pkg-1 x86_pk mlx5_0 x86_pk mlx5_0 mlx5_0  CPU Freq  GPU W
06:31:04   0.3   0.0   1.9  97.7   0.1    2  11577  55720    0    0    0 120.50    6.87  61.81   6.73  58.70  46.00  32.00  50.00  32.00  49.00  2.94 GHz  -N/A-
06:31:05   0.5   0.0   1.4  97.1   1.0    3  47751  45277    0    0    0 120.23    6.82  63.56   6.95  56.67  46.00  32.00  50.00  32.00  49.00  3.01 GHz  -N/A-
06:31:06   0.5   0.0   1.5  97.1   0.9    3  50684  49517    0    0    0 119.34    6.77  61.94   6.93  57.40  46.00  32.00  50.00  32.00  49.00  2.88 GHz  -N/A-
06:31:07   0.5   0.0   1.4  97.2   0.9    2  49930  46453    0    0    0 117.83    6.86  62.31   6.84  55.51  46.00  32.00  50.00  32.00  49.00  2.82 GHz  -N/A-
06:31:09   0.5   0.0   1.4  97.2   0.9    2  49151  46428    0    0    0 118.41    6.80  61.83   6.88  56.57  46.00  32.00  50.00  32.00  49.00  3.04 GHz  -N/A-
06:31:10   0.4   0.0   1.4  97.3   0.9    3  48092  45807    0    0    0 122.02    6.71  58.83   6.88  63.19  46.00  32.00  50.00  32.00  49.00  3.04 GHz  -N/A-
06:31:11   0.5   0.0   1.4  97.2   0.9    3  52033  45926    0    0    0 118.04    6.88  62.26   6.78  55.79  46.00  32.00  50.00  32.00  49.00  2.93 GHz  -N/A-
06:31:12   0.4   0.0   1.4  97.2   0.9    4  48682  46509    0    0    0 119.28    6.98  62.07   6.70  57.21  46.00  32.00  50.00  32.00  49.00  2.96 GHz  -N/A-
06:31:14   0.5   0.0   1.4  97.2   0.9    2  48144  46650    0    0    0 117.26    6.93  64.57   6.75  52.70  46.00  32.00  50.00  32.00  49.00  2.97 GHz  -N/A-
06:31:15   0.5   0.0   1.5  97.1   0.9    3  47784  45500    0    0    0 119.46    6.73  64.12   6.96  55.34  46.00  32.00  50.00  32.00  49.00  2.98 GHz  -N/A-
06:31:16   0.5   0.0   1.4  97.2   0.9    2  49742  48496    0    0    0 120.20    6.83  62.23   6.84  57.97  46.00  32.00  50.00  32.00  49.00  2.82 GHz  -N/A-
06:31:17   0.5   0.0   1.4  97.2   0.9    3  49095  48727    0    0    0 117.70    6.85  65.01   6.84  52.69  46.00  32.00  50.00  32.00  49.00  2.86 GHz  -N/A-
06:31:18   0.4   0.0   1.4  97.2   0.9    3  47430  44481    0    0    0 116.99    6.91  65.32   6.74  51.66  46.00  32.00  50.00  32.00  49.00  2.98 GHz  -N/A-
06:31:20   0.4   0.0   1.4  97.2   0.9    2  47190  42808    0    0    0 117.22    6.91  65.20   6.74  52.01  46.00  32.00  50.00  32.00  49.00  2.98 GHz  -N/A-
06:31:21   0.5   0.0   1.4  97.3   0.9    2  48635  44993    0    0    0 117.86    6.93  65.11   6.74  52.74  46.00  32.00  50.00  32.00  49.00  3.15 GHz  -N/A-
06:31:22   0.4   0.0   1.4  97.2   0.9    2  47874  43802    0    0    0 117.28    6.94  65.12   6.81  52.16  46.00  32.00  50.00  32.00  49.00  2.93 GHz  -N/A-
06:31:23   0.5   0.0   1.4  97.3   0.9    5  47219  43346    0    0    0 110.80    6.97  58.21   6.77  52.60  46.00  32.00  50.00  32.00  49.00  2.80 GHz  -N/A-
06:31:24   0.4   0.0   1.1  97.6   0.9    2  43603  36452    0    0    0 118.52    6.94  65.46   6.77  53.06  46.00  32.00  50.00  32.00  49.00  3.06 GHz  -N/A-
06:31:26   0.4   0.0   1.4  97.2   0.9    3  49030  44880    0    0    0 118.97    6.93  64.96   6.75  54.01  46.00  32.00  50.00  32.00  49.00  2.94 GHz  -N/A-
06:31:27   0.4   0.0   1.4  97.2   0.9    2  48223  44763    0    0    0 117.91    6.96  66.13   6.76  51.77  46.00  32.00  50.00  32.00  49.00  2.82 GHz  -N/A-
06:31:28   0.5   0.0   1.4  97.2   0.9    3  49462  44503    0    0    0 118.92    6.91  66.03   6.77  52.88  46.00  32.00  50.00  32.00  49.00  3.02 GHz  -N/A-
06:31:29   0.5   0.0   1.4  97.3   0.9    3  48700  44020    0    0    0 118.79    6.90  64.93   6.78  53.86  46.00  32.00  50.00  32.00  49.00  2.99 GHz  -N/A-
06:31:30   0.5   0.0   1.4  97.2   0.9    2  46025  43729    0    0    0 115.38    6.86  64.58   6.77  50.80  46.00  32.00  50.00  32.00  49.00  2.82 GHz  -N/A-
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    dram  pkg-0   dram  pkg-1 x86_pk mlx5_0 x86_pk mlx5_0 mlx5_0  CPU Freq  GPU W
06:31:32   0.5   0.0   1.3  97.5   0.8    2  43279  40457    0    0    0 103.18    6.50  52.57   6.54  50.61  46.00  32.00  50.00  32.00  49.00  2.29 GHz  -N/A-
06:31:33   0.3   0.0   1.0  98.7   0.0    2  15635  22241    0    0    0 100.82    6.51  43.67   6.45  57.15  46.00  32.00  50.00  32.00  49.00  2.39 GHz  -N/A-
06:31:34   0.3   0.0   0.8  98.8   0.0    2  14300  19517    0    0    0 100.57    6.45  55.24   6.51  45.33  46.00  32.00  50.00  32.00  49.00  2.21 GHz  -N/A-
06:31:35   0.3   0.0   0.8  98.8   0.0    2  14234  19737    0    0    0 101.17    6.51  50.52   6.48  50.65  46.00  32.00  50.00  32.00  49.00  2.29 GHz  -N/A-
06:31:36   0.3   0.0   0.9  98.8   0.0    2  14853  20224    0    0    0 100.97    6.46  52.18   6.50  48.79  46.00  32.00  50.00  32.00  49.00  2.29 GHz  -N/A-
06:31:38   0.3   0.0   0.9  98.8   0.0    2  14669  19333    0    0    0 101.24    6.56  47.84   6.50  53.40  46.00  32.00  50.00  32.00  49.00  2.40 GHz  -N/A-
06:31:39   0.3   0.0   0.8  98.8   0.0    2  14559  20684    0    0    0 100.92    6.58  53.46   6.51  47.46  46.00  32.00  50.00  32.00  49.00  2.26 GHz  -N/A-
06:31:40   0.3   0.0   0.8  98.8   0.0    2  14533  19910    0    0    0 101.76    6.60  47.73   6.51  54.03  46.00  32.00  50.00  32.00  49.00  2.22 GHz  -N/A-
06:31:41   0.3   0.0   0.9  98.8   0.0    2  14825  20176    0    0    0 100.70    6.64  60.42   6.57  40.28  46.00  32.00  50.00  32.00  49.00  2.29 GHz  -N/A-
06:31:42   0.3   0.0   0.9  98.8   0.0    3  15254  19773    0    0    0 103.75    6.63  41.21   6.47  62.53  45.00  32.00  50.00  32.00  49.00  2.33 GHz  -N/A-
06:31:43   0.3   0.0   0.9  98.8   0.0    2  14915  22663    0    0    0 102.74    6.59  43.07   6.51  59.67  46.00  32.00  50.00  32.00  49.00  2.38 GHz  -N/A-
06:31:45   0.3   0.0   0.9  98.8   0.0    2  14536  21172    0    0    0 101.78    6.58  56.16   6.54  45.62  46.00  32.00  50.00  32.00  49.00  2.32 GHz  -N/A-
06:31:46   0.3   0.0   0.9  98.8   0.0    2  15441  19832    0    0    0 101.73    6.60  52.30   6.55  49.43  46.00  32.00  49.00  32.00  49.00  2.20 GHz  -N/A-
06:31:47   0.3   0.0   0.9  98.8   0.0    2  15510  20821    0    0    0 101.73    6.56  48.28   6.56  53.45  46.00  32.00  50.00  32.00  49.00  2.24 GHz  -N/A-
06:31:48   0.3   0.0   0.9  98.8   0.0    2  14718  19549    0    0    0 101.57    6.56  47.04   6.53  54.53  46.00  32.00  49.00  32.00  49.00  2.34 GHz  -N/A-
-------- ----- ----- ----- ----- ----- ---- ------ ------ ---- ---- ---- ------  ------ ------ ------ ------ ------ ------ ------ ------ ------ --------- ------
 Average   0.4   0.0   1.2  97.8   0.6  2.4 34929.4 36180.9  0.0  0.0  0.0 111.67    6.75  58.24   6.69  53.43  45.97  32.00  49.95  32.00  49.00  2.69 GHz  -N/A-
 GeoMean   0.4   0.0   1.2  97.8   0.3  2.3 30057.2 33732.4  0.0  0.0  0.0 111.36    6.75  57.72   6.69  53.24  45.97  32.00  49.95  32.00  49.00  2.67 GHz   0.00
  StdDev   0.1   0.0   0.3   0.7   0.4  0.7 16464.8 12361.8  0.0  0.0  0.0   8.28    0.17   7.49   0.15   4.45   0.16   0.00   0.22   0.00   0.00  0.33 GHz  -N/A-
-------- ----- ----- ----- ----- ----- ---- ------ ------ ---- ---- ---- ------  ------ ------ ------ ------ ------ ------ ------ ------ ------ --------- ------
 Minimum   0.3   0.0   0.8  97.1   0.0  2.0 11577.0 19333.0  0.0  0.0  0.0 100.57    6.45  41.21   6.45  40.28  45.00  32.00  49.00  32.00  49.00  2.20 GHz  -N/A-
 Maximum   0.5   0.0   1.9  98.8   1.0  5.0 52033.0 55720.0  0.0  0.0  0.0 122.02    6.98  66.13   6.96  63.19  46.00  32.00  50.00  32.00  49.00  3.15 GHz  -N/A-
-------- ----- ----- ----- ----- ----- ---- ------ ------ ---- ---- ---- ------  ------ ------ ------ ------ ------ ------ ------ ------ ------ --------- ------
Summary:
CPU: 111.67 Watts on average with standard deviation 8.28  
GPU:   0.00 Watts on average with standard deviation 0.00  
Note: power read from RAPL domains: dram, package-0, dram, package-1.
These readings do not cover all the hardware in this device.

C-State    Resident      Count Latency 
C6          96.484%    1321851      92
C1E          1.093%     393902      10
C1           0.140%      68893       2
POLL         0.001%       2792       0
C0           2.282%

Histogram (of 38 power measurements)

  Range (Watts)   Count
100.574 - 102.717    12 ########################################
102.718 - 104.862     3 ##########
104.863 - 107.006     0 
107.007 - 109.150     0 
109.151 - 111.294     1 ###
111.295 - 113.439     0 
113.440 - 115.583     1 ###
115.584 - 117.727     5 ################
117.728 - 119.872    12 ########################################
119.873 - 122.016     4 #############

Histogram (of 38 CPU utilization measurements)

Range (%CPU)  Count
1.158 - 1.332    14 ############################
1.333 - 1.507     0 
1.508 - 1.683     0 
1.684 - 1.858     0 
1.859 - 2.033     0 
2.034 - 2.208     0 
2.209 - 2.384     1 ##
2.385 - 2.559     2 ####
2.560 - 2.734     1 ##
2.735 - 2.909    20 ########################################

Histogram (of 38 CPU average frequencies)

Range (GHz)   Count
2.202 - 2.296     9 ########################################
2.297 - 2.391     5 ######################
2.392 - 2.485     1 ####
2.486 - 2.580     0 
2.581 - 2.675     0 
2.676 - 2.769     0 
2.770 - 2.864     6 ##########################
2.865 - 2.959     6 ##########################
2.960 - 3.053     9 ########################################
3.054 - 3.148     2 ########

Histogram (of 38 thermal zone x86_pkg_temp readings)

 Range (°C)    Count
45.000 - 45.099     1 #
45.100 - 45.199     0 
45.200 - 45.299     0 
45.300 - 45.399     0 
45.400 - 45.499     0 
45.500 - 45.599     0 
45.600 - 45.699     0 
45.700 - 45.799     0 
45.800 - 45.899     0 
45.900 - 45.999    37 ########################################

Range is zero, cannot produce histogram of thermal zone mlx5_0000:19:00.1

Histogram (of 38 thermal zone x86_pkg_temp readings)

 Range (°C)    Count
49.000 - 49.099     2 ##
49.100 - 49.199     0 
49.200 - 49.299     0 
49.300 - 49.399     0 
49.400 - 49.499     0 
49.500 - 49.599     0 
49.600 - 49.699     0 
49.700 - 49.799     0 
49.800 - 49.899     0 
49.900 - 49.999    36 ########################################

Range is zero, cannot produce histogram of thermal zone mlx5_0000:19:00.0

Range is zero, cannot produce histogram of thermal zone mlx5_0000:3b:00.0
