Running for 1000.0 seconds (1000 samples at 1.0 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    core  pkg-0   core  pkg-1  CPU Freq  GPU W
03:47:40   3.7   0.0   0.6  95.7   0.0    4   4494   5834    9    9    9 124.67    0.07  63.65   3.26  61.02  0.00 Hz   -N/A-
03:47:41   2.9   0.0   0.5  96.6   0.0    3   5547   5687   13   14   12 123.32    0.07  62.16   1.90  61.16  0.00 Hz   -N/A-
03:47:42   2.0   0.0   0.3  97.8   0.0    2   6118   4447    7    4    9 121.52    0.07  60.51   0.10  61.01  0.00 Hz   -N/A-
03:47:43   2.5   0.0   0.5  97.0   0.0    3   5337   4564    8    4    8 122.70    0.07  61.67   1.45  61.03  0.00 Hz   -N/A-
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    core  pkg-0   core  pkg-1  CPU Freq  GPU W
03:47:44   3.2   0.0   0.5  96.3   0.0    4   4817   5439    1    1    2 123.75    0.07  62.77   3.24  60.98  0.00 Hz   -N/A-
03:47:45   4.1   0.0   2.3  93.6   0.0    5  20634  21410 1416  945 1414 128.41    0.07  67.30   3.25  61.11  0.00 Hz   -N/A-
03:47:46   4.3   0.0   2.3  93.4   0.0    4  20743  21704 1429  956 1428 128.62    0.07  67.50   3.26  61.12  0.00 Hz   -N/A-
03:47:47   4.1   0.0   2.3  93.6   0.0    4  20854  21765 1432  953 1434 128.43    0.07  67.33   3.27  61.11  0.00 Hz   -N/A-
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    core  pkg-0   core  pkg-1  CPU Freq  GPU W
03:47:48   4.2   0.0   2.3  93.4   0.0    4  20827  21542 1431  954 1431 128.55    0.07  67.47   3.27  61.08  0.00 Hz   -N/A-
03:47:49   3.9   0.0   2.5  93.5   0.0    4  21515  28446 1430  953 1431 131.43    0.07  69.10   3.27  62.33  0.00 Hz   -N/A-
03:47:50   4.1   0.0   2.4  93.5   0.0    4  21687  23918 1471  981 1471 130.39    0.07  68.56   3.26  61.82  0.00 Hz   -N/A-
03:47:51   3.4   0.0   2.1  94.5   0.0    3  21618  21372 1429  953 1429 127.14    0.07  66.06   1.92  61.08  0.00 Hz   -N/A-
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts    core  pkg-0   core  pkg-1  CPU Freq  GPU W
03:47:52   2.5   0.0   2.0  95.5   0.0    3  22650  21342 1425  950 1425 125.45    0.07  64.37   0.12  61.09  0.00 Hz   -N/A-
03:47:53   3.2   0.0   2.0  94.7   0.0    4  23386  21390 1516 1010 1516 126.81    0.07  65.16   1.49  61.65  0.00 Hz   -N/A-
-------- ----- ----- ----- ----- ----- ---- ------ ------ ---- ---- ---- ------  ------ ------ ------ ------ --------- ------
 Average   3.4   0.0   1.6  94.9   0.0  3.6 15730.5 16347.1 929.8 620.5 929.9 126.51    0.07  65.26   2.36  61.26  0.00 Hz   -N/A-
 GeoMean   3.4   0.0   1.3  94.9   0.0  3.6 12989.8 13278.4 201.1 142.4 213.9 126.48    0.07  65.20   1.67  61.25  0.00 Hz    0.00
  StdDev   0.7   0.0   0.9   1.5   0.0  0.7 7842.1 8508.8 687.8 458.0 687.6   2.89    0.00   2.66   1.15   0.38  0.00 Hz   -N/A-
-------- ----- ----- ----- ----- ----- ---- ------ ------ ---- ---- ---- ------  ------ ------ ------ ------ --------- ------
 Minimum   2.0   0.0   0.3  93.4   0.0  2.0 4494.0 4447.0  1.0  1.0  2.0 121.52    0.07  60.51   0.10  60.98  0.00 Hz   -N/A-
 Maximum   4.3   0.0   2.5  97.8   0.0  5.0 23386.0 28446.0 1516.0 1010.0 1516.0 131.43    0.07  69.10   3.27  62.33  0.00 Hz   -N/A-
-------- ----- ----- ----- ----- ----- ---- ------ ------ ---- ---- ---- ------  ------ ------ ------ ------ --------- ------
Summary:
CPU: 126.51 Watts on average with standard deviation 2.89  
GPU:   0.00 Watts on average with standard deviation 0.00  
Note: power read from RAPL domains: core, package-0, core, package-1.
These readings do not cover all the hardware in this device.
Note: No thermal zones on this device.

Histogram (of 14 power measurements)

  Range (Watts)   Count
121.518 - 122.508     1 ####################
122.509 - 123.499     2 ########################################
123.500 - 124.490     1 ####################
124.491 - 125.481     2 ########################################
125.482 - 126.472     0 
126.473 - 127.463     2 ########################################
127.464 - 128.454     2 ########################################
128.455 - 129.445     2 ########################################
129.446 - 130.436     1 ####################
130.437 - 131.428     1 ####################

Histogram (of 14 CPU utilization measurements)

Range (%CPU)  Count
2.230 - 2.665     1 ######
2.666 - 3.101     1 ######
3.102 - 3.537     1 ######
3.538 - 3.973     1 ######
3.974 - 4.410     1 ######
4.411 - 4.846     1 ######
4.847 - 5.282     1 ######
5.283 - 5.718     1 ######
5.719 - 6.154     0 
6.155 - 6.591     6 ########################################

Range is zero, cannot produce histogram of CPU average frequencies
